cartodb_id,the_geom,year,value,domain,data_item,county,state
14,,2012,"126,722",TOTAL,FARM OPERATIONS - ACRES OPERATED,MASON,KENTUCKY
15,,2012,"144,250",TOTAL,FARM OPERATIONS - ACRES OPERATED,MERCER,KENTUCKY
16,,2012,"99,436",TOTAL,FARM OPERATIONS - ACRES OPERATED,MONTGOMERY,KENTUCKY
17,,2012,"102,192",TOTAL,FARM OPERATIONS - ACRES OPERATED,NICHOLAS,KENTUCKY
72,,2012,"118,797",TOTAL,FARM OPERATIONS - ACRES OPERATED,MORGAN,KENTUCKY
112,,2012,"98,620",TOTAL,FARM OPERATIONS - ACRES OPERATED,CARLISLE,KENTUCKY
153,,2007,"96,641",TOTAL,FARM OPERATIONS - ACRES OPERATED,EDMONSON,KENTUCKY
233,,2007,"91,414",TOTAL,FARM OPERATIONS - ACRES OPERATED,FULTON,KENTUCKY
275,,2002,"134,903",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREEN,KENTUCKY
355,,2002,"125,273",TOTAL,FARM OPERATIONS - ACRES OPERATED,HICKMAN,KENTUCKY
18,,2012,"38,823",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROBERTSON,KENTUCKY
19,,2012,"127,479",TOTAL,FARM OPERATIONS - ACRES OPERATED,SCOTT,KENTUCKY
20,,2012,"199,341",TOTAL,FARM OPERATIONS - ACRES OPERATED,SHELBY,KENTUCKY
21,,2012,"69,125",TOTAL,FARM OPERATIONS - ACRES OPERATED,SPENCER,KENTUCKY
22,,2012,"140,948",TOTAL,FARM OPERATIONS - ACRES OPERATED,WASHINGTON,KENTUCKY
23,,2012,"111,917",TOTAL,FARM OPERATIONS - ACRES OPERATED,WOODFORD,KENTUCKY
24,,2012,"170,177",TOTAL,FARM OPERATIONS - ACRES OPERATED,ADAIR,KENTUCKY
25,,2012,"145,691",TOTAL,FARM OPERATIONS - ACRES OPERATED,ALLEN,KENTUCKY
26,,2012,"248,663",TOTAL,FARM OPERATIONS - ACRES OPERATED,BARREN,KENTUCKY
27,,2012,"259,774",TOTAL,FARM OPERATIONS - ACRES OPERATED,BRECKINRIDGE,KENTUCKY
28,,2012,"46,149",TOTAL,FARM OPERATIONS - ACRES OPERATED,BULLITT,KENTUCKY
31,,2012,"74,050",TOTAL,FARM OPERATIONS - ACRES OPERATED,CLINTON,KENTUCKY
1,,2012,81023,TOTAL,FARM OPERATIONS - ACRES OPERATED,ANDERSON,KENTUCKY
32,,2012,"65,445",TOTAL,FARM OPERATIONS - ACRES OPERATED,CUMBERLAND,KENTUCKY
33,,2012,"84,989",TOTAL,FARM OPERATIONS - ACRES OPERATED,EDMONSON,KENTUCKY
34,,2012,"200,895",TOTAL,FARM OPERATIONS - ACRES OPERATED,GRAYSON,KENTUCKY
35,,2012,"152,535",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREEN,KENTUCKY
36,,2012,"202,970",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARDIN,KENTUCKY
37,,2012,"182,385",TOTAL,FARM OPERATIONS - ACRES OPERATED,HART,KENTUCKY
38,,2012,"23,088",TOTAL,FARM OPERATIONS - ACRES OPERATED,JEFFERSON,KENTUCKY
39,,2012,"111,975",TOTAL,FARM OPERATIONS - ACRES OPERATED,LARUE,KENTUCKY
40,,2012,"166,417",TOTAL,FARM OPERATIONS - ACRES OPERATED,MARION,KENTUCKY
41,,2012,"119,495",TOTAL,FARM OPERATIONS - ACRES OPERATED,MEADE,KENTUCKY
42,,2012,"125,293",TOTAL,FARM OPERATIONS - ACRES OPERATED,METCALFE,KENTUCKY
43,,2012,"172,276",TOTAL,FARM OPERATIONS - ACRES OPERATED,MONROE,KENTUCKY
44,,2012,"187,755",TOTAL,FARM OPERATIONS - ACRES OPERATED,NELSON,KENTUCKY
45,,2012,"89,357",TOTAL,FARM OPERATIONS - ACRES OPERATED,RUSSELL,KENTUCKY
46,,2012,"114,568",TOTAL,FARM OPERATIONS - ACRES OPERATED,TAYLOR,KENTUCKY
47,,2012,"246,708",TOTAL,FARM OPERATIONS - ACRES OPERATED,WARREN,KENTUCKY
48,,2012,"8,065",TOTAL,FARM OPERATIONS - ACRES OPERATED,BELL,KENTUCKY
49,,2012,"21,800",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOYD,KENTUCKY
50,,2012,"22,224",TOTAL,FARM OPERATIONS - ACRES OPERATED,BREATHITT,KENTUCKY
51,,2012,"105,842",TOTAL,FARM OPERATIONS - ACRES OPERATED,CARTER,KENTUCKY
52,,2012,"35,124",TOTAL,FARM OPERATIONS - ACRES OPERATED,CLAY,KENTUCKY
53,,2012,"56,336",TOTAL,FARM OPERATIONS - ACRES OPERATED,ELLIOTT,KENTUCKY
54,,2012,"52,286",TOTAL,FARM OPERATIONS - ACRES OPERATED,ESTILL,KENTUCKY
55,,2012,"8,160",TOTAL,FARM OPERATIONS - ACRES OPERATED,FLOYD,KENTUCKY
56,,2012,"78,632",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREENUP,KENTUCKY
57,,2012,"6,265",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARLAN,KENTUCKY
58,,2012,"77,803",TOTAL,FARM OPERATIONS - ACRES OPERATED,JACKSON,KENTUCKY
60,,2012,"6,743",TOTAL,FARM OPERATIONS - ACRES OPERATED,KNOTT,KENTUCKY
61,,2012,"33,531",TOTAL,FARM OPERATIONS - ACRES OPERATED,KNOX,KENTUCKY
62,,2012,"96,054",TOTAL,FARM OPERATIONS - ACRES OPERATED,LAUREL,KENTUCKY
63,,2012,"41,681",TOTAL,FARM OPERATIONS - ACRES OPERATED,LAWRENCE,KENTUCKY
64,,2012,"22,221",TOTAL,FARM OPERATIONS - ACRES OPERATED,LEE,KENTUCKY
65,,2012, (D),TOTAL,FARM OPERATIONS - ACRES OPERATED,LESLIE,KENTUCKY
66,,2012,"2,876",TOTAL,FARM OPERATIONS - ACRES OPERATED,LETCHER,KENTUCKY
67,,2012,"117,955",TOTAL,FARM OPERATIONS - ACRES OPERATED,LEWIS,KENTUCKY
68,,2012,"44,451",TOTAL,FARM OPERATIONS - ACRES OPERATED,MAGOFFIN,KENTUCKY
69,,2012, (D),TOTAL,FARM OPERATIONS - ACRES OPERATED,MARTIN,KENTUCKY
70,,2012,"18,093",TOTAL,FARM OPERATIONS - ACRES OPERATED,MCCREARY,KENTUCKY
71,,2012,"40,962",TOTAL,FARM OPERATIONS - ACRES OPERATED,MENIFEE,KENTUCKY
73,,2012,"27,560",TOTAL,FARM OPERATIONS - ACRES OPERATED,OWSLEY,KENTUCKY
74,,2012,"10,953",TOTAL,FARM OPERATIONS - ACRES OPERATED,PERRY,KENTUCKY
75,,2012,"13,387",TOTAL,FARM OPERATIONS - ACRES OPERATED,PIKE,KENTUCKY
76,,2012,"30,055",TOTAL,FARM OPERATIONS - ACRES OPERATED,POWELL,KENTUCKY
77,,2012,"228,187",TOTAL,FARM OPERATIONS - ACRES OPERATED,PULASKI,KENTUCKY
78,,2012,"90,856",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROCKCASTLE,KENTUCKY
79,,2012,"42,255",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROWAN,KENTUCKY
369,,1997,"127,057",TOTAL,FARM OPERATIONS - ACRES OPERATED,GARRARD,KENTUCKY
370,,1997,"173,564",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARRISON,KENTUCKY
371,,1997,"91,202",TOTAL,FARM OPERATIONS - ACRES OPERATED,JESSAMINE,KENTUCKY
372,,1997,"174,062",TOTAL,FARM OPERATIONS - ACRES OPERATED,LINCOLN,KENTUCKY
373,,1997,"224,510",TOTAL,FARM OPERATIONS - ACRES OPERATED,MADISON,KENTUCKY
374,,1997,"129,380",TOTAL,FARM OPERATIONS - ACRES OPERATED,MASON,KENTUCKY
375,,1997,"129,979",TOTAL,FARM OPERATIONS - ACRES OPERATED,MERCER,KENTUCKY
376,,1997,"110,479",TOTAL,FARM OPERATIONS - ACRES OPERATED,MONTGOMERY,KENTUCKY
377,,1997,"106,012",TOTAL,FARM OPERATIONS - ACRES OPERATED,NICHOLAS,KENTUCKY
378,,1997,"48,089",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROBERTSON,KENTUCKY
379,,1997,"148,264",TOTAL,FARM OPERATIONS - ACRES OPERATED,SCOTT,KENTUCKY
380,,1997,"204,292",TOTAL,FARM OPERATIONS - ACRES OPERATED,SHELBY,KENTUCKY
382,,1997,"162,741",TOTAL,FARM OPERATIONS - ACRES OPERATED,WASHINGTON,KENTUCKY
383,,1997,"124,385",TOTAL,FARM OPERATIONS - ACRES OPERATED,WOODFORD,KENTUCKY
384,,1997,"165,725",TOTAL,FARM OPERATIONS - ACRES OPERATED,ADAIR,KENTUCKY
385,,1997,"163,984",TOTAL,FARM OPERATIONS - ACRES OPERATED,ALLEN,KENTUCKY
386,,1997,"252,739",TOTAL,FARM OPERATIONS - ACRES OPERATED,BARREN,KENTUCKY
387,,1997,"281,261",TOTAL,FARM OPERATIONS - ACRES OPERATED,BRECKINRIDGE,KENTUCKY
388,,1997,"61,667",TOTAL,FARM OPERATIONS - ACRES OPERATED,BULLITT,KENTUCKY
389,,1997,"165,306",TOTAL,FARM OPERATIONS - ACRES OPERATED,BUTLER,KENTUCKY
390,,1997,"196,004",TOTAL,FARM OPERATIONS - ACRES OPERATED,CASEY,KENTUCKY
391,,1997,"79,701",TOTAL,FARM OPERATIONS - ACRES OPERATED,CLINTON,KENTUCKY
392,,1997,"110,711",TOTAL,FARM OPERATIONS - ACRES OPERATED,CUMBERLAND,KENTUCKY
393,,1997,"95,932",TOTAL,FARM OPERATIONS - ACRES OPERATED,EDMONSON,KENTUCKY
394,,1997,"221,081",TOTAL,FARM OPERATIONS - ACRES OPERATED,GRAYSON,KENTUCKY
395,,1997,"132,614",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREEN,KENTUCKY
396,,1997,"236,346",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARDIN,KENTUCKY
398,,1997,"39,128",TOTAL,FARM OPERATIONS - ACRES OPERATED,JEFFERSON,KENTUCKY
399,,1997,"122,658",TOTAL,FARM OPERATIONS - ACRES OPERATED,LARUE,KENTUCKY
400,,1997,"172,011",TOTAL,FARM OPERATIONS - ACRES OPERATED,MARION,KENTUCKY
401,,1997,"129,046",TOTAL,FARM OPERATIONS - ACRES OPERATED,MEADE,KENTUCKY
402,,1997,"135,364",TOTAL,FARM OPERATIONS - ACRES OPERATED,METCALFE,KENTUCKY
403,,1997,"176,078",TOTAL,FARM OPERATIONS - ACRES OPERATED,MONROE,KENTUCKY
404,,1997,"185,507",TOTAL,FARM OPERATIONS - ACRES OPERATED,NELSON,KENTUCKY
405,,1997,"98,977",TOTAL,FARM OPERATIONS - ACRES OPERATED,RUSSELL,KENTUCKY
406,,1997,"114,581",TOTAL,FARM OPERATIONS - ACRES OPERATED,TAYLOR,KENTUCKY
407,,1997,"269,242",TOTAL,FARM OPERATIONS - ACRES OPERATED,WARREN,KENTUCKY
408,,1997,"4,862",TOTAL,FARM OPERATIONS - ACRES OPERATED,BELL,KENTUCKY
409,,1997,"29,318",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOYD,KENTUCKY
410,,1997,"48,362",TOTAL,FARM OPERATIONS - ACRES OPERATED,BREATHITT,KENTUCKY
411,,1997,"116,162",TOTAL,FARM OPERATIONS - ACRES OPERATED,CARTER,KENTUCKY
412,,1997,"59,008",TOTAL,FARM OPERATIONS - ACRES OPERATED,CLAY,KENTUCKY
413,,1997,"60,726",TOTAL,FARM OPERATIONS - ACRES OPERATED,ELLIOTT,KENTUCKY
414,,1997,"66,026",TOTAL,FARM OPERATIONS - ACRES OPERATED,ESTILL,KENTUCKY
415,,1997,"8,982",TOTAL,FARM OPERATIONS - ACRES OPERATED,FLOYD,KENTUCKY
416,,1997,"104,319",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREENUP,KENTUCKY
417,,1997,"2,614",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARLAN,KENTUCKY
418,,1997,"77,268",TOTAL,FARM OPERATIONS - ACRES OPERATED,JACKSON,KENTUCKY
419,,1997,"22,908",TOTAL,FARM OPERATIONS - ACRES OPERATED,JOHNSON,KENTUCKY
420,,1997,"4,584",TOTAL,FARM OPERATIONS - ACRES OPERATED,KNOTT,KENTUCKY
421,,1997,"50,993",TOTAL,FARM OPERATIONS - ACRES OPERATED,KNOX,KENTUCKY
422,,1997,"101,546",TOTAL,FARM OPERATIONS - ACRES OPERATED,LAUREL,KENTUCKY
423,,1997,"52,639",TOTAL,FARM OPERATIONS - ACRES OPERATED,LAWRENCE,KENTUCKY
424,,1997,"24,817",TOTAL,FARM OPERATIONS - ACRES OPERATED,LEE,KENTUCKY
425,,1997,"2,828",TOTAL,FARM OPERATIONS - ACRES OPERATED,LESLIE,KENTUCKY
426,,1997,"3,022",TOTAL,FARM OPERATIONS - ACRES OPERATED,LETCHER,KENTUCKY
427,,1997,"145,745",TOTAL,FARM OPERATIONS - ACRES OPERATED,LEWIS,KENTUCKY
428,,1997,"42,914",TOTAL,FARM OPERATIONS - ACRES OPERATED,MAGOFFIN,KENTUCKY
29,,2012,"152,552",TOTAL,FARM OPERATIONS - ACRES OPERATED,BUTLER,KENTUCKY
30,,2012,"179,089",TOTAL,FARM OPERATIONS - ACRES OPERATED,CASEY,KENTUCKY
59,,2012,"24,296",TOTAL,FARM OPERATIONS - ACRES OPERATED,JOHNSON,KENTUCKY
80,,2012,"128,683",TOTAL,FARM OPERATIONS - ACRES OPERATED,WAYNE,KENTUCKY
81,,2012,"58,423",TOTAL,FARM OPERATIONS - ACRES OPERATED,WHITLEY,KENTUCKY
82,,2012,"42,454",TOTAL,FARM OPERATIONS - ACRES OPERATED,WOLFE,KENTUCKY
83,,2012,"133,499",TOTAL,FARM OPERATIONS - ACRES OPERATED,CALDWELL,KENTUCKY
84,,2012,"360,276",TOTAL,FARM OPERATIONS - ACRES OPERATED,CHRISTIAN,KENTUCKY
85,,2012,"148,795",TOTAL,FARM OPERATIONS - ACRES OPERATED,CRITTENDEN,KENTUCKY
86,,2012,"237,234",TOTAL,FARM OPERATIONS - ACRES OPERATED,DAVIESS,KENTUCKY
87,,2012,"52,195",TOTAL,FARM OPERATIONS - ACRES OPERATED,HANCOCK,KENTUCKY
88,,2012,"175,914",TOTAL,FARM OPERATIONS - ACRES OPERATED,HENDERSON,KENTUCKY
89,,2012,"162,955",TOTAL,FARM OPERATIONS - ACRES OPERATED,HOPKINS,KENTUCKY
99,,2012,"86,813",TOTAL,FARM OPERATIONS - ACRES OPERATED,BRACKEN,KENTUCKY
129,,2007,"121,673",TOTAL,FARM OPERATIONS - ACRES OPERATED,GARRARD,KENTUCKY
149,,2007,"173,965",TOTAL,FARM OPERATIONS - ACRES OPERATED,BUTLER,KENTUCKY
150,,2007,"191,609",TOTAL,FARM OPERATIONS - ACRES OPERATED,CASEY,KENTUCKY
151,,2007,"91,097",TOTAL,FARM OPERATIONS - ACRES OPERATED,CLINTON,KENTUCKY
431,,1997,"40,154",TOTAL,FARM OPERATIONS - ACRES OPERATED,MENIFEE,KENTUCKY
432,,1997,"114,744",TOTAL,FARM OPERATIONS - ACRES OPERATED,MORGAN,KENTUCKY
441,,1997,"48,198",TOTAL,FARM OPERATIONS - ACRES OPERATED,WHITLEY,KENTUCKY
442,,1997,"58,583",TOTAL,FARM OPERATIONS - ACRES OPERATED,WOLFE,KENTUCKY
443,,1997,"157,980",TOTAL,FARM OPERATIONS - ACRES OPERATED,CALDWELL,KENTUCKY
444,,1997,"321,585",TOTAL,FARM OPERATIONS - ACRES OPERATED,CHRISTIAN,KENTUCKY
445,,1997,"154,735",TOTAL,FARM OPERATIONS - ACRES OPERATED,CRITTENDEN,KENTUCKY
446,,1997,"260,806",TOTAL,FARM OPERATIONS - ACRES OPERATED,DAVIESS,KENTUCKY
447,,1997,"68,138",TOTAL,FARM OPERATIONS - ACRES OPERATED,HANCOCK,KENTUCKY
448,,1997,"207,453",TOTAL,FARM OPERATIONS - ACRES OPERATED,HENDERSON,KENTUCKY
449,,1997,"152,302",TOTAL,FARM OPERATIONS - ACRES OPERATED,HOPKINS,KENTUCKY
450,,1997,"288,869",TOTAL,FARM OPERATIONS - ACRES OPERATED,LOGAN,KENTUCKY
451,,1997,"143,952",TOTAL,FARM OPERATIONS - ACRES OPERATED,MCLEAN,KENTUCKY
452,,1997,"122,557",TOTAL,FARM OPERATIONS - ACRES OPERATED,MUHLENBERG,KENTUCKY
453,,1997,"177,085",TOTAL,FARM OPERATIONS - ACRES OPERATED,OHIO,KENTUCKY
454,,1997,"122,852",TOTAL,FARM OPERATIONS - ACRES OPERATED,SIMPSON,KENTUCKY
455,,1997,"198,095",TOTAL,FARM OPERATIONS - ACRES OPERATED,TODD,KENTUCKY
456,,1997,"224,586",TOTAL,FARM OPERATIONS - ACRES OPERATED,UNION,KENTUCKY
457,,1997,"147,402",TOTAL,FARM OPERATIONS - ACRES OPERATED,WEBSTER,KENTUCKY
458,,1997,"83,258",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOONE,KENTUCKY
459,,1997,"94,588",TOTAL,FARM OPERATIONS - ACRES OPERATED,BRACKEN,KENTUCKY
461,,1997,"61,166",TOTAL,FARM OPERATIONS - ACRES OPERATED,CARROLL,KENTUCKY
462,,1997,"37,038",TOTAL,FARM OPERATIONS - ACRES OPERATED,GALLATIN,KENTUCKY
463,,1997,"122,390",TOTAL,FARM OPERATIONS - ACRES OPERATED,GRANT,KENTUCKY
464,,1997,"150,585",TOTAL,FARM OPERATIONS - ACRES OPERATED,HENRY,KENTUCKY
465,,1997,"41,150",TOTAL,FARM OPERATIONS - ACRES OPERATED,KENTON,KENTUCKY
466,,1997,"74,265",TOTAL,FARM OPERATIONS - ACRES OPERATED,OLDHAM,KENTUCKY
467,,1997,"153,880",TOTAL,FARM OPERATIONS - ACRES OPERATED,OWEN,KENTUCKY
468,,1997,"123,789",TOTAL,FARM OPERATIONS - ACRES OPERATED,PENDLETON,KENTUCKY
469,,1997,"66,079",TOTAL,FARM OPERATIONS - ACRES OPERATED,TRIMBLE,KENTUCKY
470,,1997,"125,528",TOTAL,FARM OPERATIONS - ACRES OPERATED,BALLARD,KENTUCKY
471,,1997,"157,616",TOTAL,FARM OPERATIONS - ACRES OPERATED,CALLOWAY,KENTUCKY
472,,1997,"98,060",TOTAL,FARM OPERATIONS - ACRES OPERATED,CARLISLE,KENTUCKY
473,,1997,"101,503",TOTAL,FARM OPERATIONS - ACRES OPERATED,FULTON,KENTUCKY
474,,1997,"257,061",TOTAL,FARM OPERATIONS - ACRES OPERATED,GRAVES,KENTUCKY
475,,1997,"125,493",TOTAL,FARM OPERATIONS - ACRES OPERATED,HICKMAN,KENTUCKY
476,,1997,"124,650",TOTAL,FARM OPERATIONS - ACRES OPERATED,LIVINGSTON,KENTUCKY
477,,1997,"51,579",TOTAL,FARM OPERATIONS - ACRES OPERATED,LYON,KENTUCKY
478,,1997,"100,883",TOTAL,FARM OPERATIONS - ACRES OPERATED,MARSHALL,KENTUCKY
479,,1997,"72,837",TOTAL,FARM OPERATIONS - ACRES OPERATED,MCCRACKEN,KENTUCKY
480,,1997,"119,843",TOTAL,FARM OPERATIONS - ACRES OPERATED,TRIGG,KENTUCKY
152,,2007,"103,368",TOTAL,FARM OPERATIONS - ACRES OPERATED,CUMBERLAND,KENTUCKY
154,,2007,"216,492",TOTAL,FARM OPERATIONS - ACRES OPERATED,GRAYSON,KENTUCKY
155,,2007,"145,493",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREEN,KENTUCKY
156,,2007,"222,267",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARDIN,KENTUCKY
157,,2007,"191,047",TOTAL,FARM OPERATIONS - ACRES OPERATED,HART,KENTUCKY
158,,2007,"32,296",TOTAL,FARM OPERATIONS - ACRES OPERATED,JEFFERSON,KENTUCKY
159,,2007,"125,432",TOTAL,FARM OPERATIONS - ACRES OPERATED,LARUE,KENTUCKY
169,,2007,"28,738",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOYD,KENTUCKY
179,,2007,"27,766",TOTAL,FARM OPERATIONS - ACRES OPERATED,JOHNSON,KENTUCKY
198,,2007,"90,435",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROCKCASTLE,KENTUCKY
220,,2007,"47,335",TOTAL,FARM OPERATIONS - ACRES OPERATED,CAMPBELL,KENTUCKY
221,,2007,"63,708",TOTAL,FARM OPERATIONS - ACRES OPERATED,CARROLL,KENTUCKY
222,,2007,"33,816",TOTAL,FARM OPERATIONS - ACRES OPERATED,GALLATIN,KENTUCKY
223,,2007,"114,965",TOTAL,FARM OPERATIONS - ACRES OPERATED,GRANT,KENTUCKY
224,,2007,"146,399",TOTAL,FARM OPERATIONS - ACRES OPERATED,HENRY,KENTUCKY
225,,2007,"42,544",TOTAL,FARM OPERATIONS - ACRES OPERATED,KENTON,KENTUCKY
226,,2007,"60,024",TOTAL,FARM OPERATIONS - ACRES OPERATED,OLDHAM,KENTUCKY
227,,2007,"157,932",TOTAL,FARM OPERATIONS - ACRES OPERATED,OWEN,KENTUCKY
228,,2007,"126,368",TOTAL,FARM OPERATIONS - ACRES OPERATED,PENDLETON,KENTUCKY
248,,2002,"82,056",TOTAL,FARM OPERATIONS - ACRES OPERATED,FRANKLIN,KENTUCKY
269,,2002,"161,712",TOTAL,FARM OPERATIONS - ACRES OPERATED,BUTLER,KENTUCKY
293,,2002,"56,035",TOTAL,FARM OPERATIONS - ACRES OPERATED,ELLIOTT,KENTUCKY
294,,2002,"64,105",TOTAL,FARM OPERATIONS - ACRES OPERATED,ESTILL,KENTUCKY
295,,2002,"6,723",TOTAL,FARM OPERATIONS - ACRES OPERATED,FLOYD,KENTUCKY
296,,2002,"103,170",TOTAL,FARM OPERATIONS - ACRES OPERATED,GREENUP,KENTUCKY
297,,2002,"1,852",TOTAL,FARM OPERATIONS - ACRES OPERATED,HARLAN,KENTUCKY
298,,2002,"82,215",TOTAL,FARM OPERATIONS - ACRES OPERATED,JACKSON,KENTUCKY
299,,2002,"23,830",TOTAL,FARM OPERATIONS - ACRES OPERATED,JOHNSON,KENTUCKY
308,,2002,"45,509",TOTAL,FARM OPERATIONS - ACRES OPERATED,MAGOFFIN,KENTUCKY
318,,2002,"94,186",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROCKCASTLE,KENTUCKY
338,,2002,"74,915",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOONE,KENTUCKY
357,,2002,"56,411",TOTAL,FARM OPERATIONS - ACRES OPERATED,LYON,KENTUCKY
358,,2002,"120,512",TOTAL,FARM OPERATIONS - ACRES OPERATED,MARSHALL,KENTUCKY
359,,2002,"85,459",TOTAL,FARM OPERATIONS - ACRES OPERATED,MCCRACKEN,KENTUCKY
360,,2002,"122,943",TOTAL,FARM OPERATIONS - ACRES OPERATED,TRIGG,KENTUCKY
361,,1997,"89,736",TOTAL,FARM OPERATIONS - ACRES OPERATED,ANDERSON,KENTUCKY
362,,1997,"128,337",TOTAL,FARM OPERATIONS - ACRES OPERATED,BATH,KENTUCKY
363,,1997,"194,788",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOURBON,KENTUCKY
364,,1997,"98,822",TOTAL,FARM OPERATIONS - ACRES OPERATED,BOYLE,KENTUCKY
365,,1997,"150,313",TOTAL,FARM OPERATIONS - ACRES OPERATED,CLARK,KENTUCKY
366,,1997,"138,606",TOTAL,FARM OPERATIONS - ACRES OPERATED,FAYETTE,KENTUCKY
367,,1997,"191,058",TOTAL,FARM OPERATIONS - ACRES OPERATED,FLEMING,KENTUCKY
368,,1997,"85,050",TOTAL,FARM OPERATIONS - ACRES OPERATED,FRANKLIN,KENTUCKY
429,,1997,"2,460",TOTAL,FARM OPERATIONS - ACRES OPERATED,MARTIN,KENTUCKY
430,,1997,"12,281",TOTAL,FARM OPERATIONS - ACRES OPERATED,MCCREARY,KENTUCKY
433,,1997,"31,588",TOTAL,FARM OPERATIONS - ACRES OPERATED,OWSLEY,KENTUCKY
434,,1997,"7,229",TOTAL,FARM OPERATIONS - ACRES OPERATED,PERRY,KENTUCKY
435,,1997,"6,576",TOTAL,FARM OPERATIONS - ACRES OPERATED,PIKE,KENTUCKY
436,,1997,"30,584",TOTAL,FARM OPERATIONS - ACRES OPERATED,POWELL,KENTUCKY
437,,1997,"226,387",TOTAL,FARM OPERATIONS - ACRES OPERATED,PULASKI,KENTUCKY
438,,1997,"98,449",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROCKCASTLE,KENTUCKY
439,,1997,"45,409",TOTAL,FARM OPERATIONS - ACRES OPERATED,ROWAN,KENTUCKY
440,,1997,"136,610",TOTAL,FARM OPERATIONS - ACRES OPERATED,WAYNE,KENTUCKY
460,,1997,"50,294",TOTAL,FARM OPERATIONS - ACRES OPERATED,CAMPBELL,KENTUCKY
219,,2007,"100,660",TOTAL,FARM OPERATIONS - ACRES OPERATED,BRACKEN,KENTUCKY
